Days_Since_Refill,Opening_Stock,Prev_Closing,HSD1_Sold,Total_Sold,Target
1,12000,0.0,2094.0,5858.0,0
0,6142,6142.0,1834.0,4728.0,1
1,12000,1414.0,2083.0,5129.0,0
0,6871,6871.0,1914.0,5011.0,1
1,12000,1860.0,1987.0,5293.0,0
0,6707,6707.0,2143.0,5783.0,1
1,12000,924.0,2608.0,7213.0,0
0,4787,4787.0,2329.0,6501.0,1
1,12000,0.0,1849.0,4565.0,0
0,7435,7435.0,1940.0,5482.0,1
1,12000,1953.0,1973.0,5373.0,0
0,6627,6627.0,1977.0,4879.0,1
1,12000,1748.0,2500.0,6330.0,0
0,5670,5670.0,2278.0,6451.0,1
1,12000,0.0,2822.0,6906.0,0
0,5094,5094.0,2081.0,5296.0,1
1,12000,0.0,1961.0,5592.0,0
0,6408,6408.0,2075.0,5385.0,1
1,12000,1023.0,1858.0,5073.0,0
0,6927,6927.0,1990.0,5349.0,1
1,12000,1578.0,2812.0,6980.0,0
0,5020,5020.0,2171.0,6116.0,1
1,12000,0.0,1928.0,4986.0,0
0,7014,7014.0,1999.0,5116.0,1
1,12000,1898.0,1968.0,5467.0,0
0,6533,6533.0,1855.0,5026.0,1
1,12000,1507.0,2188.0,5370.0,0
0,6630,6630.0,2652.0,6581.0,1
1,12000,49.0,2495.0,6479.0,0
0,5521,5521.0,1924.0,5130.0,1
1,12000,391.0,1842.0,4921.0,0
0,7079,7079.0,2156.0,5725.0,1
1,12000,1354.0,2034.0,5422.0,0
0,6578,6578.0,2206.0,5709.0,1
1,12000,869.0,2407.0,6555.0,0
0,5445,5445.0,2431.0,6207.0,1
1,12000,0.0,1928.0,4976.0,0
0,7024,7024.0,2100.0,5299.0,1
1,12000,1725.0,1970.0,4993.0,0
0,7007,7007.0,1974.0,5528.0,1
1,12000,1479.0,2116.0,6039.0,0
0,5961,5961.0,2448.0,6866.0,1
1,12000,0.0,2639.0,6915.0,0
0,5085,5085.0,1990.0,5057.0,1
1,12000,28.0,2053.0,5495.0,0
0,6505,6505.0,2174.0,5427.0,1
1,12000,1078.0,1980.0,5182.0,0
0,6818,6818.0,2192.0,6099.0,1
1,12000,719.0,2494.0,6772.0,0
0,5228,5228.0,2431.0,6607.0,1
1,12000,0.0,1876.0,5331.0,0
0,6669,6669.0,1931.0,4729.0,1
1,12000,1940.0,2120.0,5230.0,0
0,6770,6770.0,2212.0,6308.0,1
1,12000,462.0,2191.0,6115.0,0
0,5885,5885.0,2702.0,6970.0,1
1,12000,0.0,2220.0,6244.0,0
0,5756,5756.0,1660.0,4123.0,1
1,12000,1633.0,1450.0,3864.0,0
2,8136,8136.0,1618.0,4233.0,0
0,3903,3903.0,1587.0,4507.0,1
1,12000,0.0,2058.0,5058.0,0
0,6942,6942.0,2091.0,5679.0,1
1,12000,1263.0,2227.0,6178.0,0
0,5822,5822.0,1665.0,4203.0,1
1,12000,1619.0,1813.0,4446.0,0
2,7554,7554.0,1669.0,4160.0,0
0,3394,3394.0,1882.0,4625.0,1
1,12000,0.0,1827.0,4677.0,0
2,7323,7323.0,1894.0,5244.0,0
0,2079,2079.0,1818.0,5155.0,1
1,12000,0.0,1542.0,3926.0,0
2,8074,8074.0,1647.0,4463.0,0
0,3611,3611.0,1577.0,4070.0,1
1,12000,0.0,1621.0,4500.0,0
2,7500,7500.0,2026.0,5086.0,0
0,2414,2414.0,2059.0,5601.0,1
1,12000,0.0,2035.0,5464.0,0
2,6536,6536.0,1553.0,4392.0,0
0,2144,2144.0,1643.0,4301.0,1
1,12000,0.0,1629.0,4616.0,0
2,7384,7384.0,1628.0,4597.0,0
0,2787,2787.0,1874.0,4804.0,1
1,12000,0.0,1867.0,5139.0,0
0,6861,6861.0,2205.0,5648.0,1
1,12000,1213.0,1564.0,4357.0,0
2,7643,7643.0,1565.0,4335.0,0
0,3308,3308.0,1541.0,4363.0,1
1,12000,0.0,1738.0,4853.0,0
2,7147,7147.0,1940.0,5100.0,0
0,2047,2047.0,2082.0,5658.0,1
1,12000,0.0,2078.0,5096.0,0
2,6904,6904.0,1639.0,4143.0,0
0,2761,2761.0,1577.0,3928.0,1
1,12000,0.0,1643.0,4318.0,0
2,7682,7682.0,1730.0,4493.0,0
0,3189,3189.0,1941.0,5007.0,1
1,12000,0.0,2097.0,5126.0,0
0,6874,6874.0,2110.0,5374.0,1
1,12000,1500.0,1579.0,4058.0,0
2,7942,7942.0,1755.0,4759.0,0
0,3183,3183.0,1701.0,4173.0,1
1,12000,0.0,1825.0,4618.0,0
2,7382,7382.0,1769.0,5015.0,0
0,2367,2367.0,2595.0,6677.0,1
1,12000,0.0,2098.0,5751.0,0
2,6249,6249.0,1312.76,3480.52,0
0,2867,2867.0,1465.0,4031.0,1
1,12000,0.0,1607.0,4215.0,0
2,7785,7785.0,1556.0,4261.0,0
0,3524,3524.0,1659.0,4558.0,1
1,12000,0.0,1791.0,5111.0,0
0,6889,6889.0,1922.0,5328.0,1
1,12000,1561.0,1475.0,3700.0,0
2,8300,8300.0,1623.0,4348.0,0
0,3952,3952.0,1705.0,4190.0,1
1,12000,0.0,1557.0,4051.0,0
2,7949,7949.0,2011.0,5325.0,0
0,2624,2624.0,2114.0,5768.0,1
1,12000,0.0,2040.0,5024.0,0
2,6976,6976.0,1613.0,4328.0,0
0,2648,2648.0,1516.0,4279.0,1
1,12000,0.0,1708.0,4294.0,0
2,7706,7706.0,1608.0,4376.0,0
0,3330,3330.0,1779.0,5041.0,1
1,12000,0.0,2040.0,5591.0,0
0,6409,6409.0,1845.0,5058.0,1
1,12000,1351.0,1425.0,3715.0,0
2,8285,8285.0,1724.0,4259.0,0
0,4026,4026.0,1816.0,4723.0,1
1,12000,0.0,1825.0,4775.0,0
2,7225,7225.0,1874.0,4893.0,0
0,2332,2332.0,1999.0,4986.0,1
1,12000,0.0,2009.0,4922.0,0
2,7078,7078.0,1543.0,3782.0,0
0,3296,3296.0,1508.0,3754.0,1
1,12000,0.0,1453.0,3806.0,0
2,8194,8194.0,1537.0,4342.0,0
0,3852,3852.0,1835.0,4963.0,1
1,12000,0.0,2180.0,5781.0,0
0,6219,6219.0,2003.0,5219.0,1
1,12000,1000.0,1629.0,4139.0,0
2,7861,7861.0,1855.0,4774.0,0
0,3087,3087.0,1588.0,4143.0,1
1,12000,0.0,1636.0,4396.0,0
2,7604,7604.0,1701.0,4743.0,0
0,2861,2861.0,2344.0,5972.0,1
1,12000,0.0,2444.0,6369.0,0
0,5631,5631.0,1683.0,4188.0,1
1,12000,1443.0,2006.0,5195.0,0
2,6805,6805.0,1728.0,4244.0,0
0,2561,2561.0,2071.0,5219.0,1
1,12000,0.0,2220.0,5896.0,0
0,6104,6104.0,2257.0,6450.0,1
1,12000,0.0,2377.0,5885.0,0
0,6115,6115.0,1700.0,4504.0,1
1,12000,1611.0,1997.0,4912.0,0
2,7088,7088.0,1879.0,4925.0,0
0,2163,2163.0,1814.0,4774.0,1
1,12000,0.0,1892.0,5233.0,0
0,6767,6767.0,2348.0,5881.0,1
1,12000,886.0,2744.0,6932.0,0
0,5068,5068.0,1743.0,4694.0,1
1,12000,374.0,1943.0,4987.0,0
2,7013,7013.0,1927.0,4995.0,0
0,2018,2018.0,1964.0,5373.0,1
1,12000,0.0,2192.0,5762.0,0
0,6238,6238.0,2637.0,6516.0,1
1,12000,0.0,2400.0,6541.0,0
0,5459,5459.0,1680.0,4676.0,1
1,12000,783.0,1922.0,4813.0,0
2,7187,7187.0,1817.0,5021.0,0
0,2166,2166.0,1803.0,4971.0,1
1,12000,0.0,2202.0,5830.0,0
0,6170,6170.0,2648.0,6962.0,1
1,12000,0.0,2036.0,5697.0,0
0,6303,6303.0,1758.0,4516.0,1
1,12000,1787.0,1947.0,4920.0,0
2,7080,7080.0,1770.0,4831.0,0
0,2249,2249.0,1984.0,5628.0,1
1,12000,0.0,2211.0,6308.0,0
0,5692,5692.0,2700.0,7500.0,1
1,12000,0.0,2860.12,7135.0,0
0,4865,4865.0,2016.0,5154.0,1
1,12000,0.0,2007.0,5176.0,0
0,6824,6824.0,2019.0,5446.0,1
1,12000,1378.0,2212.0,6260.0,0
0,5740,5740.0,2311.0,5878.0,1
1,12000,0.0,2860.12,7446.0,0
0,4554,4554.0,2445.0,6953.0,1
1,12000,0.0,2192.0,5603.0,0
0,6397,6397.0,2272.0,5561.0,1
1,12000,836.0,2164.0,5976.0,0
0,6024,6024.0,2082.0,5701.0,1
1,12000,323.0,2573.0,6544.0,0
0,5456,5456.0,2860.12,7500.0,1
1,12000,0.0,2633.0,6752.0,0
0,5248,5248.0,2118.0,5740.0,1
1,12000,0.0,2363.0,6010.0,0
0,5990,5990.0,2149.0,5481.0,1
1,12000,509.0,2179.0,6190.0,0
0,5810,5810.0,2386.0,6174.0,1
1,12000,0.0,2819.0,7500.0,0
0,4500,4500.0,2602.0,6644.0,1
1,12000,0.0,2042.0,5427.0,0
0,6573,6573.0,2157.0,5755.0,1
1,12000,818.0,1873.0,5199.0,0
0,6801,6801.0,2460.0,6088.0,1
1,12000,713.0,2383.0,5850.0,0
0,6150,6150.0,2860.12,7500.0,1
1,12000,0.0,2584.0,6539.0,0
0,5461,5461.0,2087.0,5570.0,1
1,12000,0.0,2237.0,5703.0,0
0,6297,6297.0,1917.0,4952.0,1
1,12000,1345.0,2411.0,6170.0,0
0,5830,5830.0,2336.0,6411.0,1
1,12000,0.0,2794.0,7149.0,0
0,4851,4851.0,2804.0,6945.0,1
1,12000,0.0,2023.0,5293.0,0
0,6707,6707.0,2103.0,5820.0,1
1,12000,887.0,2324.0,5699.0,0
0,6301,6301.0,2297.0,6064.0,1
1,12000,237.0,2411.0,6754.0,0
0,5246,5246.0,2549.0,6592.0,1
1,12000,0.0,2551.0,6692.0,0
0,5308,5308.0,2022.0,5322.0,1
1,12000,0.0,2392.0,5940.0,0
0,6060,6060.0,2351.0,5788.0,1
1,12000,272.0,2186.0,6155.0,0
0,5845,5845.0,2245.0,6125.0,1
1,12000,0.0,2860.12,7500.0,0
0,4500,4500.0,2839.0,7277.0,1
1,12000,0.0,2356.0,5969.0,0
0,6031,6031.0,2200.0,5763.0,1
1,12000,268.0,2012.0,5649.0,0
0,6351,6351.0,2082.0,5927.0,1
1,12000,424.0,2279.0,6131.0,0
0,5869,5869.0,2703.0,7437.0,1
1,12000,0.0,2467.0,6696.0,0
0,5304,5304.0,2225.0,5447.0,1
1,12000,0.0,1827.0,4823.0,0
2,7177,7177.0,1989.0,5175.0,0
0,2002,2002.0,1933.0,5259.0,1
1,12000,0.0,1986.0,5593.0,0
0,6407,6407.0,2309.0,6594.0,1
1,12000,0.0,2476.0,6047.0,0
0,5953,5953.0,1873.0,4720.0,1
1,12000,1233.0,1912.0,5036.0,0
2,6964,6964.0,1706.0,4788.0,0
0,2176,2176.0,1725.0,4552.0,1
1,12000,0.0,1854.0,5153.0,0
0,6847,6847.0,2682.0,6734.0,1
1,12000,113.0,2465.0,6269.0,0
0,5731,5731.0,1997.0,5011.0,1
1,12000,720.0,2151.0,5299.0,0
0,6701,6701.0,1873.0,4768.0,1
1,12000,1933.0,1993.0,5142.0,0
0,6858,6858.0,2124.0,5776.0,1
1,12000,1082.0,2555.0,6386.0,0
0,5614,5614.0,2158.0,5760.0,1
1,12000,0.0,1641.0,4381.0,0
2,7619,7619.0,1965.0,4874.0,0
0,2745,2745.0,1771.0,4777.0,1
1,12000,0.0,1925.0,5342.0,0
0,6658,6658.0,1970.0,5612.0,1
1,12000,1046.0,2563.0,6882.0,0
0,5118,5118.0,2374.0,6593.0,1
1,12000,0.0,1524.0,4213.0,0
2,7787,7787.0,1848.0,5138.0,0
0,2649,2649.0,1695.0,4685.0,1
1,12000,0.0,2280.0,5639.0,0
0,6361,6361.0,2313.0,6113.0,1
1,12000,248.0,2393.0,6082.0,0
0,5918,5918.0,2198.0,5718.0,1
1,12000,200.0,1845.0,5134.0,0
2,6866,6866.0,1730.0,4811.0,0
0,2055,2055.0,1983.0,4863.0,1
1,12000,0.0,1953.0,5552.0,0
0,6448,6448.0,2235.0,5887.0,1
1,12000,561.0,2417.0,6101.0,0
0,5899,5899.0,2349.0,6127.0,1
1,12000,0.0,1785.0,4994.0,0
0,7006,7006.0,1991.0,5023.0,1
1,12000,1983.0,1713.0,4747.0,0
0,7253,7253.0,2112.0,5486.0,1
1,12000,1767.0,2048.0,5387.0,0
0,6613,6613.0,2549.0,6988.0,1
1,12000,0.0,2619.0,6434.0,0
0,5566,5566.0,1868.0,4983.0,1
1,12000,583.0,1958.0,4977.0,0
2,7023,7023.0,1734.0,4504.0,0
0,2519,2519.0,1913.0,5347.0,1
1,12000,0.0,2279.0,6166.0,0
0,5834,5834.0,2510.0,6729.0,1
1,12000,0.0,2290.0,5957.0,0
0,6043,6043.0,1931.0,5006.0,1
1,12000,1037.0,1917.0,5064.0,0
2,6936,6936.0,1955.0,4836.0,0
0,2100,2100.0,1851.0,4920.0,1
1,12000,0.0,2411.0,6029.0,0
0,5971,5971.0,2828.0,6986.0,1
1,12000,0.0,2568.0,6689.0,0
0,5311,5311.0,1799.0,4660.0,1
1,12000,651.0,1848.0,5097.0,0
2,6903,6903.0,1597.0,4465.0,0
0,2438,2438.0,2006.0,4972.0,1
1,12000,0.0,2247.0,6243.0,0
0,5757,5757.0,2439.0,6666.0,1
1,12000,0.0,2422.0,6462.0,0
0,5538,5538.0,1890.0,4799.0,1
1,12000,739.0,1851.0,5092.0,0
0,6908,6908.0,2078.0,5254.0,1
1,12000,1654.0,1764.0,4799.0,0
0,7201,7201.0,2287.0,5803.0,1
1,12000,1398.0,2860.12,7138.0,0
0,4862,4862.0,2114.0,5771.0,1
1,12000,0.0,1843.0,4762.0,0
2,7238,7238.0,2112.0,5194.0,0
0,2044,2044.0,1944.0,4872.0,1
1,12000,0.0,1895.0,4727.0,0
2,7273,7273.0,1880.0,5119.0,0
0,2154,2154.0,2323.0,6222.0,1
1,12000,0.0,2207.0,5755.0,0
0,6245,6245.0,1909.0,4825.0,1
1,12000,1420.0,1932.0,4916.0,0
0,7084,7084.0,1953.0,5311.0,1
1,12000,1773.0,2122.0,5197.0,0
0,6803,6803.0,2155.0,5554.0,1
1,12000,1249.0,2270.0,6079.0,0
0,5921,5921.0,2393.0,6126.0,1
1,12000,0.0,2007.0,5716.0,0
0,6284,6284.0,1898.0,5143.0,1
1,12000,1141.0,1844.0,4773.0,0
0,7227,7227.0,2196.0,5481.0,1
1,12000,1746.0,2353.0,5855.0,0
0,6145,6145.0,2589.0,6960.0,1
1,12000,0.0,2485.0,6552.0,0
0,5448,5448.0,2008.0,5397.0,1
1,12000,51.0,2007.0,5491.0,0
0,6509,6509.0,2094.0,5185.0,1
1,12000,1324.0,2356.0,6022.0,0
0,5978,5978.0,2276.0,6150.0,1
1,12000,0.0,2860.12,7500.0,0
0,4500,4500.0,2670.0,7113.0,1
1,12000,0.0,1934.0,5255.0,0
0,6745,6745.0,2332.0,5735.0,1
1,12000,1010.0,1751.0,4909.0,0
0,7091,7091.0,2044.0,5207.0,1
1,12000,1884.0,2170.0,6070.0,0
0,5930,5930.0,2547.0,6956.0,1
1,12000,0.0,2442.0,6671.0,0
0,5329,5329.0,2039.0,5366.0,1
1,12000,0.0,2091.0,5772.0,0
0,6228,6228.0,2026.0,4951.0,1
1,12000,1277.0,2306.0,5669.0,0
0,6331,6331.0,2119.0,6014.0,1
1,12000,317.0,2440.0,6656.0,0
0,5344,5344.0,2477.0,6978.0,1
1,12000,0.0,1955.0,5120.0,0
0,6880,6880.0,2061.0,5143.0,1
1,12000,1737.0,2190.0,5563.0,0
0,6437,6437.0,2176.0,5401.0,1
1,12000,1036.0,2493.0,6210.0,0
0,5790,5790.0,2846.0,7414.0,1
1,12000,0.0,2524.0,6832.0,0
0,5168,5168.0,1766.0,4791.0,1
1,12000,377.0,2038.0,5403.0,0
0,6597,6597.0,1848.0,5042.0,1
1,12000,1555.0,2218.0,5721.0,0
0,6279,6279.0,2332.0,5920.0,1
1,12000,359.0,2532.0,7170.0,0
0,4830,4830.0,2403.0,5884.0,1
1,12000,0.0,1872.0,5316.0,0
0,6684,6684.0,1892.0,5102.0,1
1,12000,1582.0,1918.0,5134.0,0
0,6866,6866.0,2044.0,5141.0,1
1,12000,1725.0,2180.0,6048.0,0
0,5952,5952.0,2860.12,7366.0,1
1,12000,0.0,2199.0,6210.0,0
0,5790,5790.0,1839.0,5117.0,1
1,12000,673.0,1887.0,5281.0,0
0,6719,6719.0,2050.0,5393.0,1
1,12000,1326.0,1999.0,5646.0,0
0,6354,6354.0,2373.0,6224.0,1
1,12000,130.0,2613.0,6925.0,0
0,5075,5075.0,2638.0,6578.0,1
1,12000,0.0,1966.0,5058.0,0
0,6942,6942.0,2423.0,6042.0,1
1,12000,900.0,2045.0,5067.0,0
0,6933,6933.0,1959.0,5181.0,1
1,12000,1752.0,2363.0,6287.0,0
0,5713,5713.0,2688.0,7053.0,1
1,12000,0.0,2750.0,6968.0,0
0,5032,5032.0,1883.0,5034.0,1
1,12000,0.0,2015.0,5667.0,0
0,6333,6333.0,2071.0,5504.0,1
1,12000,829.0,2275.0,5776.0,0
0,6224,6224.0,2391.0,6478.0,1
1,12000,0.0,2371.0,6626.0,0
0,5374,5374.0,2660.0,6839.0,1
1,12000,0.0,2068.0,5051.0,0
0,6949,6949.0,1985.0,5302.0,1
1,12000,1647.0,1918.0,5256.0,0
0,6744,6744.0,2032.0,5589.0,1
1,12000,1155.0,2387.0,5930.0,0
0,6070,6070.0,2566.0,7160.0,1
1,12000,0.0,2013.0,5707.0,0
0,6293,6293.0,2111.0,5352.0,1
1,12000,941.0,1956.0,5235.0,0
0,6765,6765.0,1941.0,5177.0,1
1,12000,1588.0,2217.0,5775.0,0
0,6225,6225.0,2380.0,6103.0,1
1,12000,122.0,2383.0,6584.0,0
0,5416,5416.0,2352.0,6559.0,1
1,12000,0.0,2064.0,5121.0,0
0,6879,6879.0,2104.0,5141.0,1
1,12000,1738.0,2039.0,5000.0,0
0,7000,7000.0,2297.0,6274.0,1
1,12000,726.0,2203.0,5806.0,0
0,6194,6194.0,2477.0,6980.0,1
1,12000,0.0,2054.0,5800.0,0
0,6200,6200.0,1704.0,4594.0,1
1,12000,1606.0,1514.0,4173.0,0
2,7827,7827.0,1609.0,3980.0,0
0,3847,3847.0,2031.0,5389.0,1
1,12000,0.0,2096.0,5182.0,0
0,6818,6818.0,1983.0,4980.0,1
1,12000,1838.0,1808.0,5128.0,0
2,6872,6872.0,1472.0,4017.0,0
0,2855,2855.0,1706.0,4600.0,1
1,12000,0.0,1688.0,4546.0,0
2,7454,7454.0,1752.0,4863.0,0
0,2591,2591.0,2101.0,5245.0,1
1,12000,0.0,2070.0,5468.0,0
0,6532,6532.0,2370.0,5851.0,1
1,12000,681.0,1737.0,4427.0,0
2,7573,7573.0,1510.0,3964.0,0
0,3609,3609.0,1549.0,4235.0,1
1,12000,0.0,1829.0,4923.0,0
2,7077,7077.0,1979.0,5060.0,0
0,2017,2017.0,2351.0,5923.0,1
1,12000,0.0,2114.0,5839.0,0
0,6161,6161.0,1495.0,4190.0,1
1,12000,1971.0,1643.0,4632.0,0
2,7368,7368.0,1566.0,4236.0,0
0,3132,3132.0,1561.0,3947.0,1
1,12000,0.0,1571.0,4397.0,0
0,7603,7603.0,2080.0,5932.0,1
1,12000,1671.0,2149.0,5662.0,0
2,6338,6338.0,1637.0,4138.0,0
0,2200,2200.0,1560.0,4069.0,1
1,12000,0.0,1526.0,4053.0,0
2,7947,7947.0,1951.0,4809.0,0
0,3138,3138.0,1842.0,5201.0,1
1,12000,0.0,1753.0,4907.0,0
0,7093,7093.0,2140.0,5577.0,1
1,12000,1516.0,1496.0,4266.0,0
2,7734,7734.0,1506.0,4227.0,0
0,3507,3507.0,1723.0,4414.0,1
1,12000,0.0,1509.0,4293.0,0
2,7707,7707.0,1797.0,4688.0,0
0,3019,3019.0,2371.0,5931.0,1
1,12000,0.0,2017.0,5263.0,0
2,6737,6737.0,1587.0,4083.0,0
0,2654,2654.0,1462.0,4135.0,1
1,12000,0.0,1569.0,4283.0,0
2,7717,7717.0,1507.0,4218.0,0
0,3499,3499.0,1958.0,5072.0,1
1,12000,0.0,2202.0,5777.0,0
0,6223,6223.0,2069.0,5191.0,1
1,12000,1032.0,1410.0,3743.0,0
2,8257,8257.0,1783.0,4403.0,0
0,3854,3854.0,1747.0,4490.0,1
1,12000,0.0,1927.0,4753.0,0
0,7247,7247.0,2112.0,5616.0,1
1,12000,1631.0,1813.0,4946.0,0
2,7054,7054.0,1877.0,4993.0,0
0,2061,2061.0,1776.0,4704.0,1
1,12000,0.0,1623.0,4236.0,0
2,7764,7764.0,1624.0,4485.0,0
0,3279,3279.0,1957.0,4815.0,1
1,12000,0.0,1775.0,5003.0,0
0,6997,6997.0,2593.0,6410.0,1
1,12000,587.0,1893.0,5371.0,0
2,6629,6629.0,1774.0,4366.0,0
0,2263,2263.0,1576.0,4419.0,1
1,12000,0.0,1522.0,3817.0,0
2,8183,8183.0,1751.0,4622.0,0
0,3561,3561.0,1887.0,5025.0,1
1,12000,0.0,1984.0,5544.0,0
0,6456,6456.0,2155.0,5609.0,1
1,12000,847.0,1521.0,3921.0,0
2,8079,8079.0,1652.0,4408.0,0
0,3671,3671.0,1472.0,4201.0,1
1,12000,0.0,1790.0,5079.0,0
0,6921,6921.0,1943.0,5138.0,1
1,12000,1783.0,2353.0,6038.0,0
0,5962,5962.0,2140.0,5388.0,1
1,12000,574.0,1463.0,4075.0,0
2,7925,7925.0,1734.0,4697.0,0
0,3228,3228.0,1526.0,4073.0,1
1,12000,0.0,1825.0,4547.0,0
2,7453,7453.0,1920.0,5336.0,0
0,2117,2117.0,2327.0,5982.0,1
1,12000,0.0,2023.0,5447.0,0
2,6553,6553.0,1446.0,3677.0,0
0,2876,2876.0,1849.0,4556.0,1
1,12000,0.0,1693.0,4221.0,0
2,7779,7779.0,1717.0,4624.0,0
0,3155,3155.0,2065.0,5146.0,1
1,12000,0.0,2513.0,6329.0,0
0,5671,5671.0,1918.0,5377.0,1
1,12000,294.0,1564.0,3920.0,0
2,8080,8080.0,1733.0,4890.0,0
0,3190,3190.0,1841.0,4929.0,1
1,12000,0.0,1990.0,5300.0,0
0,6700,6700.0,2054.0,5044.0,1
1,12000,1656.0,2413.0,6343.0,0
0,5657,5657.0,2341.0,5764.0,1
1,12000,0.0,1840.0,4771.0,0
2,7229,7229.0,1945.0,5001.0,0
0,2228,2228.0,1947.0,5012.0,1
1,12000,0.0,2010.0,5575.0,0
0,6425,6425.0,1996.0,5700.0,1
1,12000,725.0,2573.0,6285.0,0
0,5715,5715.0,2249.0,6295.0,1
1,12000,0.0,1784.0,4635.0,0
2,7365,7365.0,1943.0,5260.0,0
0,2105,2105.0,1962.0,5117.0,1
1,12000,0.0,1982.0,5246.0,0
0,6754,6754.0,1912.0,5390.0,1
1,12000,1364.0,2547.0,6439.0,0
0,5561,5561.0,2375.0,6511.0,1
1,12000,0.0,1829.0,4896.0,0
2,7104,7104.0,1804.0,4676.0,0
0,2428,2428.0,1852.0,4891.0,1
1,12000,0.0,2029.0,5531.0,0
0,6469,6469.0,2135.0,5632.0,1
1,12000,837.0,2568.0,6540.0,0
0,5460,5460.0,2549.0,6440.0,1
1,12000,0.0,1899.0,4801.0,0
0,7199,7199.0,2007.0,5276.0,1
1,12000,1923.0,1993.0,4914.0,0
0,7086,7086.0,1959.0,5163.0,1
1,12000,1923.0,2440.0,6151.0,0
0,5849,5849.0,2860.12,7500.0,1
1,12000,0.0,2623.0,7135.0,0
0,4865,4865.0,2193.0,5373.0,1
1,12000,0.0,2252.0,5950.0,0
0,6050,6050.0,2311.0,5647.0,1
1,12000,403.0,2022.0,5534.0,0
0,6466,6466.0,2682.0,6857.0,1
1,12000,0.0,2463.0,6845.0,0
0,5155,5155.0,2633.0,7314.0,1
1,12000,0.0,2175.0,5826.0,0
0,6174,6174.0,2070.0,5832.0,1
1,12000,342.0,1997.0,5678.0,0
0,6322,6322.0,2031.0,5745.0,1
1,12000,577.0,2217.0,6282.0,0
0,5718,5718.0,2860.12,7500.0,1
1,12000,0.0,2503.0,6668.0,0
0,5332,5332.0,2192.0,5509.0,1
1,12000,0.0,2203.0,5518.0,0
0,6482,6482.0,2034.0,5577.0,1
1,12000,905.0,2429.0,5933.0,0
0,6067,6067.0,2331.0,6645.0,1
1,12000,0.0,2860.12,7500.0,0
0,4500,4500.0,2501.0,6625.0,1
1,12000,0.0,2156.0,5693.0,0
0,6307,6307.0,2093.0,5497.0,1
1,12000,810.0,2224.0,6077.0,0
0,5923,5923.0,2166.0,5453.0,1
1,12000,470.0,2562.0,6825.0,0
0,5175,5175.0,2627.0,7366.0,1
1,12000,0.0,2660.0,6641.0,0
0,5359,5359.0,1963.0,5497.0,1
1,12000,0.0,2216.0,5575.0,0
0,6425,6425.0,2200.0,5826.0,1
1,12000,599.0,2030.0,5250.0,0
0,6750,6750.0,2531.0,6441.0,1
1,12000,309.0,2860.12,7500.0,0
0,4500,4500.0,2860.12,7428.0,1
1,12000,0.0,2137.0,5469.0,0
0,6531,6531.0,2032.0,5509.0,1
1,12000,1022.0,1976.0,5640.0,0
0,6360,6360.0,2081.0,5896.0,1
1,12000,464.0,2644.0,7013.0,0
0,4987,4987.0,2860.12,7500.0,1
1,12000,0.0,2649.0,7078.0,0
0,4922,4922.0,1961.0,5522.0,1
1,12000,0.0,2110.0,5627.0,0
0,6373,6373.0,2121.0,5677.0,1
1,12000,696.0,2061.0,5837.0,0
0,6163,6163.0,2402.0,6617.0,1
1,12000,0.0,2714.0,7167.0,0
0,4833,4833.0,2641.0,7153.0,1
1,12000,0.0,2078.0,5233.0,0
0,6767,6767.0,2219.0,6046.0,1
1,12000,721.0,2230.0,5619.0,0
0,6381,6381.0,2309.0,5636.0,1
1,12000,745.0,2538.0,6463.0,0
0,5537,5537.0,2860.12,7428.0,1
1,12000,0.0,2825.0,7148.0,0
0,4852,4852.0,1955.0,4971.0,1
1,12000,0.0,1797.0,4802.0,0
2,7198,7198.0,1955.0,5017.0,0
0,2181,2181.0,1806.0,4980.0,1
1,12000,0.0,2001.0,5576.0,0
0,6424,6424.0,2579.0,6480.0,1
1,12000,0.0,2199.0,5812.0,0
0,6188,6188.0,1900.0,5015.0,1
1,12000,1173.0,2218.0,5682.0,0
0,6318,6318.0,2157.0,5337.0,1
1,12000,981.0,1992.0,4978.0,0
0,7022,7022.0,2300.0,5913.0,1
1,12000,1109.0,2387.0,6353.0,0
0,5647,5647.0,2133.0,5857.0,1
1,12000,0.0,2077.0,5308.0,0
0,6692,6692.0,1903.0,4727.0,1
1,12000,1965.0,1890.0,5306.0,0
2,6694,6694.0,1702.0,4541.0,0
0,2153,2153.0,2333.0,5948.0,1
1,12000,0.0,2527.0,6551.0,0
0,5449,5449.0,2236.0,5873.0,1
1,12000,0.0,1616.0,4359.0,0
2,7641,7641.0,1955.0,4789.0,0
0,2852,2852.0,2099.0,5372.0,1
1,12000,0.0,1727.0,4826.0,0
0,7174,7174.0,2242.0,5539.0,1
1,12000,1635.0,2592.0,6868.0,0
0,5132,5132.0,2244.0,6110.0,1
1,12000,0.0,1885.0,5177.0,0
2,6823,6823.0,1676.0,4733.0,0
0,2090,2090.0,1860.0,4696.0,1
1,12000,0.0,1814.0,4819.0,0
0,7181,7181.0,2044.0,5657.0,1
1,12000,1524.0,2561.0,7078.0,0
0,4922,4922.0,2029.0,5730.0,1
1,12000,0.0,1742.0,4654.0,0
0,7346,7346.0,2072.0,5369.0,1
1,12000,1977.0,1655.0,4481.0,0
2,7519,7519.0,1951.0,5100.0,0
0,2419,2419.0,2078.0,5388.0,1
1,12000,0.0,2751.0,6847.0,0
